NAME,DINING TIME,RATING,REVIEW
OpenTable Diner,"Dined on April 21, 2022",1,The food was disgusting. A $110 steak that was covered in more butter than anyone should even consume in a year let alone one night.
ShanaiB,"Dined on April 21, 2022",5,"At this point, put a cot in the back of the building and I'd live here. I love the food and the service here. The staff is very gracious, I tell everyone I know to come to the Brooklyn Chophouse"
GailLarose,"Dined on April 21, 2022",5,Food is on point-Great  Mango Martini 🍸 excellent  Lychee Martini 🍸 excellent 👏🏽👏🏽👏🏽 Have no complaints ⭐️ ⭐️⭐️⭐️⭐️
SamanthaS,"Dined on April 20, 2022",5,Brooklyn Chop is one of my faves. The dumplings are everything. I mean the staff is just amazing. This is a nice place for a date night.
soniam,"Dined on April 18, 2022",5,The manager was amazing
OpenTable Diner,"Dined on April 18, 2022",5,Excellent place for all occasions with exquisite service.
JDubs,"Dined on April 18, 2022",4,Great food and soulful vibe.  A slice of Brooklyn in lower Manhattan with a menu that is creative and delicious.
JacciL,"Dined on April 18, 2022",5,"AMAZING good, ambiance, and service. Pricey but 100% worth it!!"
GaileK,"Dined on April 18, 2022",5,The ambiance was great.  Was seated immediately.  Food was delicious
ChristineR,"Dined on April 17, 2022",5,get the french onion dumplings! all the food was stellar
Suave,"Dined on April 16, 2022",2,"So my party arrived on time for our reservation for my birthday but waited 40mins just to be seated. Finally after being seated, we ordered our food, everyone’s food came except for mine! Nobody came to check on us to see how the food was. My party finished eating and I still did not get what I ordered so had to cancel my order. They tried to offer me free dessert and shots but I refused since that can’t make up for me not eating. I came to experience the cuisine as well as the drinks. I have no plans on ever returning to this restaurant as this was not the experience I expected."
KemarF,"Dined on April 11, 2022",4,"Good food, great service"
Kisha,"Dined on April 11, 2022",4,Birthday  Good for pictures  Nice appetizers  Great service  Easy shaft parking but easy
OpenTable Diner,"Dined on April 11, 2022",5,Birthday dinner for 2 that went great! Thanks again for always providing outstanding service.
OpenTable Diner,"Dined on April 10, 2022",5,The food is emaculate. Everything else is great.
ShakeiraR,"Dined on April 10, 2022",3,Food was not worth the price unfortunately. Was very excited to try. Took a special trip for it and was disappointed.
TiffanyJ,"Dined on April 10, 2022",5,"Everything was brilliant. Food was delicious, service fantastic."
QueensNY21,"Dined on April 10, 2022",5,"Outstanding Service, excellent food and great Ambiance.  Definitely going back."
OpenTable Diner,"Dined on April 9, 2022",5,I loved the overall experience. The waiter was on point and the food was truly amazing. I also loved that you could have a conversation without loud music.
Sarah,"Dined on April 9, 2022",4,Low key spot. Food is tasty. Drinks are excellent. Location is just ok. Service was neutral more on the good side.
BritA,"Dined on April 7, 2022",1,I went to the original location because the new location in Times Square was closed to the public due to a private event. Me and my fiancé was not satisfied with our dinner. The Philly cheese steak dumplings dough was extremely thick and under cooked. Leaving a doughy texture that was very unpleasant.
Disappointing,"Dined on April 4, 2022",2,"5 Star prices, 2 star service.  Examples.  Forced to order entire meal at once, wouldn't take app order without whole meal.  Trouble opening wine and then didn't offer taste prior to pouring.  Asked for fresh pepper for salad and brought a dish with a pile of regular ground pepper which we used with our fingers, no pepper grinder.   Seemed like a place trying to be a 5 Star steakhouse that does not know how to do that.  $470 meal for Salad, Filet, mashed potatoes and a bottle of wine that would be $50 at any wine shop was $150.  If you're going to charge those prices your service should be up to the task."
JudyL,"Dined on April 3, 2022",1,Food was very over priced for the quality. Steak was not Prime Cut and Fish was bland.
OpenTable Diner,"Dined on April 2, 2022",5,"The food was good. The waiter was amazing. Very attentive, nice, and knowledgeable about food and everything in the restaurant. I will be back soon."
kennishae,"Dined on April 1, 2022",5,My friends and I visted this lovely restaurant and i must say i have zero complaints. I made reservations for 8:30 pm and i was seated right away. The food was very tasty and the drinks was mad to perfection. I highly recommend this restaurant and i will be visiting again soon.
OpenTable Diner,"Dined on March 31, 2022",5,Amazing food!
Curtis,"Dined on March 28, 2022",5,Great! Food was great !
OpenTable Diner,"Dined on March 28, 2022",3,"It’s an experience to experience really. It’s very tight, like extremely snug, so be mindful of that. The food is basic to say the least for the big price tag . You have to order your sides separately from your main course and the menu is very confusing and incomplete."
OpenTable Diner,"Dined on March 27, 2022",4,The food here was amazing ! The lamb chops melted right in your mouth. I cannot wait to go back to NY and eat here again
AllyC,"Dined on March 27, 2022",1,"Service was horrible. Food was not what we expected. It took them a while to figure out who was waiting on our table,  there was no menu,  took them a long time to even take our order. Waitress Cassandra C, took our order, and we served the incorrect order. Then she never returned.  There was another waitress, who had to check on our appetizers and realized our order was never put in. Food was mediocre at best. Best thing was the appetizers. Having great service helps build a better environment and it felt we were being overlooked all night.  It was smaller inside than expected and very crowded.  I would not recommend anyone to eat at this restaurant. They need to improve in service."
DennisW,"Dined on March 27, 2022",5,Our server was excellent!
SekiaB,"Dined on March 27, 2022",5,"The best experience I have had in a long time!!! The food was great, the drinks AMAZING!!"
OpenTable Diner,"Dined on March 27, 2022",5,"Food was great, Ambience was perfect and we had a great time ❣️"
OpenTable Diner,"Dined on March 26, 2022",4,"This was my second time dining at Brooklyn Chop House, I like the energy, the concept, food & drinks but the service could be improved a tad. Both experiences had various situations that could be improved on."
AmielyaM,"Dined on March 26, 2022",5,the security receptionist in the front are so nice!! Our waiter was really nice as well have great suggestions for drinks. Over it was a great night highly recommend for a romantic date or dinner
OpenTable Diner,"Dined on March 25, 2022",5,The experience was amazing!
OpenTable Diner,"Dined on March 23, 2022",5,Anniversary dinner the food was great I really enjoyed the dumplings and the Long Island ice tea
OpenTable Diner,"Dined on March 23, 2022",4,Birthday dinner.
OpenTable Diner,"Dined on March 23, 2022",5,Our first time there! The service was great and the food was fab! Will go back.
ErnestP,"Dined on March 21, 2022",3,"IMO the food is overrated. Spent over $200 for 2 people and the food was not good. Overall, its just hype!!! Stopped for pizza after leaving."
OpenTable Diner,"Dined on March 20, 2022",5,"It was a great dinner on a Saturday night, the vibes are amazing but the food tops it’s off! Literally a great place if you want to get dressed up and enjoy a quality meal."
BerniceV,"Dined on March 19, 2022",4,"The food was amazing, just waited a little long for our cocktail. However, everything was really good."
Becca,"Dined on March 19, 2022",4,The service was excellent but unfortunately the food was subpar. Most of the plates were over salted and the dessert was just ok.
SharonS,"Dined on March 19, 2022",5,The service was amazing and the food was extra amazing. I would recommend this place to anyone
VillaM,"Dined on March 15, 2022",5,Black owned! Great ambiance. Great food. Amazing drinks. Superb service
OpenTable Diner,"Dined on March 15, 2022",5,"Great array of food on the menu. Excellent playlist, and decor"
